,0,1
5,2020-10-12,-18.75%
6,2020-10-05,27.63%
7,2020-09-28,-4.85%
8,2020-09-21,-31.79%
9,2020-09-14,16.67%
10,2020-09-07,-42.63%
11,2020-08-31,1.85%
12,2020-08-24,16.92%
13,2020-08-17,-16.29%
14,2020-08-10,6.61%
15,2020-08-03,4.17%
16,2020-07-27,11.3%
17,2020-07-20,9.8%
18,2020-07-13,-41.3%
19,2020-07-06,21.15%
20,2020-06-29,-14.63%
21,2020-06-22,13.19%
22,2020-06-15,
23,2020-01-27,
24,2019-11-18,-0.47%
25,2019-11-11,-24.07%
26,2019-11-04,26.49%
27,2019-10-28,9.14%
28,2019-10-21,-9.5%
29,2019-10-14,-11.73%
30,2019-10-07,-4.57%
31,2019-09-30,
32,2018-11-05,
33,2018-04-23,-13.11%
34,2018-04-16,15.88%
35,2018-04-09,8.16%
36,2018-04-02,8.89%
37,2018-03-26,-50.0%
38,2018-03-19,23.17%
39,2018-03-12,6.35%
40,2018-03-05,2.82%
41,2018-02-26,6.4%
42,2018-02-19,-8.7%
43,2018-02-12,14.86%
44,2018-02-05,-25.5%
45,2018-01-29,-6.42%
46,2018-01-22,-18.59%
47,2018-01-15,
48,2018-01-01,16.37%
49,2017-12-25,-19.58%
50,2017-12-18,15.2%
51,2017-12-11,-0.69%
52,2017-12-04,-43.84%
0,2017-11-27,
1,2020-11-09,7.25%
2,2020-11-02,21.4%
3,2020-10-26,-12.57%
4,2020-10-19,-29.77%
5,2020-10-12,15.77%
6,2020-10-05,-6.38%
7,2020-09-28,-16.8%
8,2020-09-21,23.29%
9,2020-09-14,-20.54%
10,2020-09-07,17.78%
11,2020-08-31,
12,2020-05-04,4.59%
13,2020-04-27,-8.89%
14,2020-04-20,
15,2020-04-06,14.44%
16,2020-03-30,-0.82%
17,2020-03-23,
18,2020-03-09,21.31%
19,2020-03-02,2.18%
20,2020-02-24,-10.71%
21,2020-02-17,6.85%
22,2020-02-10,-18.61%
23,2020-02-03,21.53%
24,2020-01-27,-29.77%
25,2020-01-20,1.43%
26,2020-01-13,19.27%
27,2020-01-06,-15.77%
28,2019-12-30,-1.56%
29,2019-12-23,12.26%
30,2019-12-16,-27.95%
31,2019-12-09,
32,2019-02-11,-11.32%
33,2019-02-04,-25.42%
34,2019-01-28,23.31%
35,2019-01-21,-23.35%
36,2019-01-14,26.07%
37,2019-01-07,-43.48%
38,2018-12-31,28.96%
39,2018-12-24,-12.32%
40,2018-12-17,-23.63%
41,2018-12-10,23.55%
42,2018-12-03,-0.89%
43,2018-11-26,4.87%
44,2018-11-19,-12.56%
45,2018-11-12,9.92%
46,2018-11-05,3.21%
47,2018-10-29,-6.16%
48,2018-10-22,-27.23%
49,2018-10-15,2.11%
50,2018-10-08,13.26%
51,2018-10-01,-17.77%
0,2018-09-24,
1,2020-11-09,-9.9%
2,2020-11-02,26.71%
3,2020-10-26,
4,2020-10-12,4.81%
5,2020-10-05,12.64%
6,2020-09-28,
7,2020-09-14,-4.75%
8,2020-09-07,7.25%
9,2020-08-31,-7.82%
10,2020-08-24,0.0%
11,2020-08-17,
12,2020-07-20,29.01%
13,2020-07-13,
14,2020-04-13,11.86%
15,2020-04-06,-2.34%
16,2020-03-30,-29.71%
17,2020-03-23,4.85%
18,2020-03-16,
19,2020-01-13,-31.98%
20,2020-01-06,-3.52%
21,2019-12-30,10.64%
22,2019-12-23,5.71%
23,2019-12-16,
24,2019-03-11,-24.79%
25,2019-03-04,
26,2019-01-07,20.06%
27,2018-12-31,-23.89%
28,2018-12-24,2.29%
29,2018-12-17,6.69%
30,2018-12-10,
31,2018-10-01,13.84%
32,2018-09-24,-10.58%
33,2018-09-17,3.63%
34,2018-09-10,16.1%
35,2018-09-03,17.96%
36,2018-08-27,
37,2018-06-18,
38,2018-01-08,0.0%
39,2018-01-01,0.45%
40,2017-12-25,-36.32%
41,2017-12-18,17.11%
42,2017-12-11,0.4%
43,2017-12-04,-2.39%
0,2017-11-27,
1,2020-11-16,-33.64%
2,2020-11-09,19.05%
3,2020-11-02,-17.23%
4,2020-10-26,-9.32%
5,2020-10-19,-1.97%
6,2020-10-12,0.96%
7,2020-10-05,9.74%
8,2020-09-28,-3.24%
9,2020-09-21,5.23%
10,2020-09-14,-15.07%
11,2020-09-07,11.18%
12,2020-08-31,5.76%
13,2020-08-24,-8.78%
14,2020-08-17,0.0%
15,2020-08-10,-1.4%
0,2020-08-03,
1,2020-11-16,-4.86%
2,2020-11-09,22.52%
3,2020-11-02,-31.62%
4,2020-10-26,-3.57%
5,2020-10-19,-1.25%
6,2020-10-12,15.48%
7,2020-10-05,-7.33%
8,2020-09-28,15.7%
9,2020-09-21,-20.65%
10,2020-09-14,15.77%
11,2020-09-07,-27.89%
12,2020-08-31,29.91%
13,2020-08-24,-17.78%
14,2020-08-17,1.51%
15,2020-08-10,-4.6%
0,2020-08-03,
1,2020-11-09,-28.78%
2,2020-11-02,-7.2%
3,2020-10-26,15.55%
4,2020-10-19,8.37%
5,2020-10-12,-24.66%
6,2020-10-05,6.59%
7,2020-09-28,20.78%
8,2020-09-21,-32.67%
9,2020-09-14,15.67%
10,2020-09-07,-11.5%
11,2020-08-31,8.73%
0,2020-08-24,
1,2020-11-09,-1.59%
2,2020-11-02,25.0%
3,2020-10-26,-18.75%
4,2020-10-19,22.37%
5,2020-10-12,-45.2%
6,2020-10-05,23.74%
7,2020-09-28,-15.82%
8,2020-09-21,14.98%
9,2020-09-14,-25.39%
10,2020-09-07,12.81%
11,2020-08-31,-10.9%
0,2020-08-24,
1,2020-11-09,-41.76%
2,2020-11-02,1.66%
3,2020-10-26,9.28%
4,2020-10-19,-13.02%
5,2020-10-12,14.4%
6,2020-10-05,14.9%
7,2020-09-28,-16.38%
8,2020-09-21,26.21%
9,2020-09-14,-46.71%
10,2020-09-07,36.32%
11,2020-08-31,0.7%
12,2020-08-24,-24.82%
13,2020-08-17,-3.41%
14,2020-08-10,-18.13%
15,2020-08-03,25.58%
16,2020-07-27,-21.87%
17,2020-07-20,17.44%
18,2020-07-13,-22.36%
19,2020-07-06,-12.69%
20,2020-06-29,16.22%
0,2020-06-22,
1,2020-11-09,1.98%
2,2020-11-02,6.06%
3,2020-10-26,-31.72%
4,2020-10-19,17.14%
5,2020-10-12,26.11%
6,2020-10-05,-58.0%
0,2020-09-28,
1,2020-11-09,5.46%
2,2020-11-02,13.78%
3,2020-10-26,6.7%
4,2020-10-19,-1.66%
5,2020-10-12,9.24%
6,2020-10-05,-47.31%
7,2020-09-28,5.69%
8,2020-09-21,-0.43%
9,2020-09-14,21.03%
10,2020-09-07,-23.91%
0,2020-08-31,
1,2020-11-09,16.96%
2,2020-11-02,-38.22%
3,2020-10-26,7.2%
4,2020-10-19,-0.41%
5,2020-10-12,24.39%
0,2020-10-05,
1,2020-11-09,11.44%
2,2020-11-02,-38.76%
3,2020-10-26,-7.69%
4,2020-10-19,4.51%
5,2020-10-12,13.39%
6,2020-10-05,
7,2019-06-03,-14.63%
8,2019-05-27,26.81%
9,2019-05-20,-40.7%
10,2019-05-13,-9.5%
11,2019-05-06,13.58%
12,2019-04-29,22.71%
13,2019-04-22,-47.46%
14,2019-04-15,2.68%
15,2019-04-08,-1.97%
16,2019-04-01,1.54%
17,2019-03-25,12.16%
18,2019-03-18,2.23%
19,2019-03-11,-18.26%
20,2019-03-04,24.71%
21,2019-02-25,2.56%
22,2019-02-18,-10.53%
23,2019-02-11,15.24%
24,2019-02-04,-42.13%
25,2019-01-28,17.0%
26,2019-01-21,-20.95%
27,2019-01-14,12.2%
28,2019-01-07,-0.45%
29,2018-12-31,-5.36%
30,2018-12-24,27.12%
31,2018-12-17,-52.33%
32,2018-12-10,7.25%
33,2018-12-03,28.4%
34,2018-11-26,-34.48%
0,2018-11-19,
1,2020-11-09,30.45%
2,2020-11-02,
3,2020-10-19,-25.0%
4,2020-10-12,-4.19%
5,2020-10-05,
6,2018-11-19,-27.59%
7,2018-11-12,17.12%
8,2018-11-05,-4.89%
9,2018-10-29,5.7%
10,2018-10-22,-1.65%
11,2018-10-15,9.19%
12,2018-10-08,-2.98%
13,2018-10-01,6.94%
14,2018-09-24,-8.07%
0,2018-09-17,
1,2020-11-09,-26.09%
2,2020-11-02,27.16%
3,2020-10-26,-17.16%
4,2020-10-19,9.6%
5,2020-10-12,7.82%
6,2020-10-05,
7,2018-11-19,12.25%
8,2018-11-12,-51.96%
9,2018-11-05,4.78%
10,2018-10-29,-3.09%
11,2018-10-22,-3.0%
12,2018-10-15,34.18%
13,2018-10-08,-1.1%
14,2018-10-01,-24.04%
15,2018-09-24,15.42%
16,2018-09-17,-42.71%
17,2018-09-10,-3.28%
18,2018-09-03,26.86%
19,2018-08-27,-35.75%
20,2018-08-20,10.32%
21,2018-08-13,17.86%
22,2018-08-06,-6.28%
23,2018-07-30,-12.27%
24,2018-07-23,18.22%
25,2018-07-16,
0,2018-07-02,
1,2020-11-09,20.0%
2,2020-11-02,12.5%
3,2020-10-26,-46.26%
4,2020-10-19,29.77%
5,2020-10-12,-33.11%
6,2020-10-05,
7,2020-06-29,-54.31%
0,2020-06-22,
1,2020-11-09,28.23%
2,2020-11-02,-44.0%
3,2020-10-26,35.65%
4,2020-10-19,5.04%
5,2020-10-12,1.52%
0,2020-10-05,
1,2020-11-09,15.15%
2,2020-11-02,6.7%
3,2020-10-26,-37.8%
4,2020-10-19,18.4%
5,2020-10-12,-12.34%
6,2020-10-05,-6.82%
7,2020-09-28,9.22%
8,2020-09-21,20.31%
9,2020-09-14,-24.51%
10,2020-09-07,23.23%
11,2020-08-31,-24.1%
12,2020-08-24,-5.79%
13,2020-08-17,9.77%
14,2020-08-10,-2.6%
15,2020-08-03,-11.39%
16,2020-07-27,18.94%
17,2020-07-20,-26.17%
18,2020-07-13,10.37%
19,2020-07-06,19.83%
20,2020-06-29,-14.95%
21,2020-06-22,-0.9%
22,2020-06-15,20.89%
23,2020-06-08,-49.44%
24,2020-06-01,0.0%
25,2020-05-25,19.55%
26,2020-05-18,-8.41%
27,2020-05-11,-7.33%
28,2020-05-04,16.87%
29,2020-04-27,-26.09%
30,2020-04-20,19.92%
31,2020-04-13,-10.53%
32,2020-04-06,22.51%
33,2020-03-30,-2.23%
34,2020-03-23,-45.9%
35,2020-03-16,8.24%
36,2020-03-09,2.86%
37,2020-03-02,19.75%
38,2020-02-24,1.57%
39,2020-02-17,-4.26%
40,2020-02-10,-10.71%
41,2020-02-03,16.13%
42,2020-01-27,-45.6%
43,2020-01-20,32.45%
44,2020-01-13,-24.58%
45,2020-01-06,17.49%
46,2019-12-30,-0.54%
47,2019-12-23,-2.16%
48,2019-12-16,-33.86%
49,2019-12-09,31.23%
50,2019-12-02,-22.99%
51,2019-11-25,10.28%
52,2019-11-18,-32.81%
53,2019-11-11,17.25%
54,2019-11-04,12.32%
55,2019-10-28,-32.97%
56,2019-10-21,-1.63%
57,2019-10-14,-12.8%
58,2019-10-07,0.71%
59,2019-09-30,17.14%
60,2019-09-23,-3.88%
61,2019-09-16,-14.52%
62,2019-09-09,21.38%
63,2019-09-02,-21.2%
64,2019-08-26,0.0%
65,2019-08-19,8.75%
66,2019-08-12,-15.83%
67,2019-08-05,21.22%
68,2019-07-29,-8.22%
69,2019-07-22,1.27%
70,2019-07-15,-1.71%
71,2019-07-08,-19.75%
72,2019-07-01,22.11%
73,2019-06-24,5.41%
74,2019-06-17,-13.81%
75,2019-06-10,0.0%
76,2019-06-03,2.93%
77,2019-05-27,-27.16%
78,2019-05-20,24.75%
79,2019-05-13,-8.11%
80,2019-05-06,
81,2018-12-10,-10.13%
82,2018-12-03,0.4%
83,2018-11-26,-10.84%
84,2018-11-19,19.93%
85,2018-11-12,-7.24%
86,2018-11-05,10.97%
87,2018-10-29,-24.64%
88,2018-10-22,-6.46%
89,2018-10-15,10.36%
90,2018-10-08,14.74%
91,2018-10-01,-27.57%
92,2018-09-24,24.54%
93,2018-09-17,-5.34%
94,2018-09-10,-29.03%
95,2018-09-03,5.71%
96,2018-08-27,25.76%
97,2018-08-20,-38.78%
98,2018-08-13,16.18%
99,2018-08-06,-13.6%
100,2018-07-30,11.58%
101,2018-07-23,10.48%
102,2018-07-16,-9.76%
103,2018-07-09,5.78%
104,2018-07-02,17.92%
105,2018-06-25,
106,2018-02-19,31.15%
107,2018-02-12,-6.7%
108,2018-02-05,-25.13%
109,2018-01-29,-4.6%
110,2018-01-22,11.6%
111,2018-01-15,21.27%
112,2018-01-08,0.0%
113,2018-01-01,-0.57%
114,2017-12-25,-34.86%
115,2017-12-18,31.78%
116,2017-12-11,-8.7%
117,2017-12-04,-50.29%
0,2017-11-27,
1,2020-11-09,9.02%
2,2020-11-02,3.02%
3,2020-10-26,30.67%
4,2020-10-19,-20.51%
5,2020-10-12,-13.3%
6,2020-10-05,7.51%
7,2020-09-28,-11.68%
8,2020-09-21,2.27%
9,2020-09-14,18.6%
10,2020-09-07,-37.14%
11,2020-08-31,20.0%
12,2020-08-24,10.42%
13,2020-08-17,5.23%
14,2020-08-10,-10.43%
15,2020-08-03,-2.22%
16,2020-07-27,-9.24%
17,2020-07-20,-16.42%
18,2020-07-13,38.89%
19,2020-07-06,-11.89%
20,2020-06-29,10.0%
21,2020-06-22,-2.78%
22,2020-06-15,-29.05%
23,2020-06-08,-2.09%
24,2020-06-01,-20.51%
25,2020-05-25,5.96%
26,2020-05-18,4.98%
27,2020-05-11,21.9%
28,2020-05-04,-42.68%
29,2020-04-27,29.06%
30,2020-04-20,-27.71%
31,2020-04-13,24.06%
32,2020-04-06,3.73%
33,2020-03-30,-35.48%
34,2020-03-23,-5.71%
35,2020-03-16,15.77%
36,2020-03-09,7.49%
37,2020-03-02,3.47%
38,2020-02-24,-39.52%
39,2020-02-17,33.05%
40,2020-02-10,-9.62%
41,2020-02-03,-9.94%
42,2020-01-27,-22.87%
43,2020-01-20,6.93%
44,2020-01-13,-1.86%
45,2020-01-06,-9.13%
46,2019-12-30,19.25%
47,2019-12-23,-19.69%
48,2019-12-16,14.29%
49,2019-12-09,-11.11%
50,2019-12-02,-9.09%
51,2019-11-25,-11.67%
52,2019-11-18,4.48%
53,2019-11-11,24.22%
54,2019-11-04,-9.79%
55,2019-10-28,11.74%
56,2019-10-21,5.85%
57,2019-10-14,-11.86%
58,2019-10-07,-14.65%
59,2019-09-30,0.44%
60,2019-09-23,0.0%
61,2019-09-16,-14.16%
62,2019-09-09,17.44%
63,2019-09-02,-12.21%
64,2019-08-26,6.69%
65,2019-08-19,-18.83%
66,2019-08-12,18.11%
67,2019-08-05,-21.2%
68,2019-07-29,9.89%
69,2019-07-22,13.92%
70,2019-07-15,6.37%
71,2019-07-08,-24.61%
72,2019-07-01,-13.03%
73,2019-06-24,4.83%
74,2019-06-17,-1.95%
75,2019-06-10,-5.36%
76,2019-06-03,32.0%
77,2019-05-27,-0.53%
78,2019-05-20,-46.81%
79,2019-05-13,3.62%
80,2019-05-06,24.44%
81,2019-04-29,2.49%
82,2019-04-22,-36.73%
83,2019-04-15,13.81%
84,2019-04-08,-17.75%
85,2019-04-01,11.03%
86,2019-03-25,-8.26%
87,2019-03-18,5.73%
88,2019-03-11,25.51%
89,2019-03-04,-29.89%
90,2019-02-25,6.28%
91,2019-02-18,19.2%
92,2019-02-11,-6.08%
93,2019-02-04,4.17%
94,2019-01-28,-27.72%
95,2019-01-21,-15.32%
96,2019-01-14,17.71%
97,2019-01-07,6.28%
98,2018-12-31,
99,2018-12-10,10.13%
100,2018-12-03,-26.96%
101,2018-11-26,33.2%
102,2018-11-19,-49.13%
103,2018-11-12,21.32%
104,2018-11-05,3.94%
105,2018-10-29,8.21%
106,2018-10-22,-34.64%
107,2018-10-15,11.62%
108,2018-10-08,5.16%
109,2018-10-01,-12.87%
110,2018-09-24,8.33%
111,2018-09-17,-11.96%
112,2018-09-10,4.27%
113,2018-09-03,6.7%
114,2018-08-27,-7.66%
115,2018-08-20,-2.67%
116,2018-08-13,-8.66%
117,2018-08-06,22.31%
118,2018-07-30,-24.62%
119,2018-07-23,25.93%
0,2018-07-16,
1,2020-11-09,-48.85%
2,2020-11-02,-2.7%
3,2020-10-26,13.53%
4,2020-10-19,16.52%
5,2020-10-12,5.73%
6,2020-10-05,-3.31%
7,2020-09-28,-13.37%
8,2020-09-21,7.55%
9,2020-09-14,-12.24%
10,2020-09-07,10.45%
11,2020-08-31,-14.21%
12,2020-08-24,-24.0%
13,2020-08-17,13.26%
14,2020-08-10,11.16%
15,2020-08-03,-18.14%
16,2020-07-27,1.57%
17,2020-07-20,-5.2%
18,2020-07-13,11.41%
19,2020-07-06,17.6%
20,2020-06-29,4.17%
21,2020-06-22,-38.04%
22,2020-06-15,-0.39%
23,2020-06-08,11.76%
24,2020-06-01,19.56%
25,2020-05-25,-20.99%
26,2020-05-18,9.59%
27,2020-05-11,16.16%
28,2020-05-04,-3.61%
29,2020-04-27,-20.93%
30,2020-04-20,-23.08%
31,2020-04-13,11.72%
32,2020-04-06,30.53%
33,2020-03-30,-12.74%
34,2020-03-23,5.08%
35,2020-03-16,-33.93%
36,2020-03-09,-0.89%
37,2020-03-02,-3.08%
38,2020-02-24,5.56%
39,2020-02-17,0.9%
40,2020-02-10,-8.22%
41,2020-02-03,-7.59%
42,2020-01-27,7.06%
43,2020-01-20,-11.81%
44,2020-01-13,-1.51%
45,2020-01-06,15.99%
46,2019-12-30,20.35%
47,2019-12-23,0.56%
48,2019-12-16,0.0%
49,2019-12-09,2.23%
50,2019-12-02,-49.71%
51,2019-11-25,12.98%
52,2019-11-18,5.7%
53,2019-11-11,19.07%
54,2019-11-04,-33.91%
55,2019-10-28,7.73%
56,2019-10-21,-12.09%
57,2019-10-14,-9.13%
58,2019-10-07,-1.52%
59,2019-09-30,6.74%
60,2019-09-23,0.4%
61,2019-09-16,10.08%
62,2019-09-09,4.04%
63,2019-09-02,-14.95%
64,2019-08-26,-4.07%
65,2019-08-19,-9.77%
66,2019-08-12,11.39%
67,2019-08-05,17.27%
68,2019-07-29,-32.04%
69,2019-07-22,18.38%
70,2019-07-15,-7.66%
71,2019-07-08,-4.18%
72,2019-07-01,13.25%
73,2019-06-24,-25.0%
74,2019-06-17,22.59%
75,2019-06-10,1.91%
76,2019-06-03,-21.46%
77,2019-05-27,-13.65%
78,2019-05-20,13.07%
79,2019-05-13,16.67%
80,2019-05-06,-39.02%
81,2019-04-29,5.96%
82,2019-04-22,20.15%
83,2019-04-15,-5.61%
84,2019-04-08,-26.11%
85,2019-04-01,30.53%
86,2019-03-25,-31.82%
87,2019-03-18,22.61%
88,2019-03-11,-36.63%
89,2019-03-04,30.8%
90,2019-02-25,-16.75%
91,2019-02-18,-22.42%
92,2019-02-11,28.21%
93,2019-02-04,-45.92%
94,2019-01-28,6.99%
95,2019-01-21,-2.26%
96,2019-01-14,26.1%
97,2019-01-07,
98,2018-12-10,-23.74%
99,2018-12-03,0.74%
100,2018-11-26,23.79%
101,2018-11-19,17.56%
102,2018-11-12,-39.05%
103,2018-11-05,5.11%
104,2018-10-29,-8.52%
105,2018-10-22,4.13%
106,2018-10-15,-20.26%
107,2018-10-08,15.41%
108,2018-10-01,-1.27%
109,2018-09-24,-19.67%
110,2018-09-17,-3.15%
111,2018-09-10,30.17%
112,2018-09-03,-41.26%
0,2018-08-27,
1,2020-11-09,30.35%
2,2020-11-02,-15.08%
3,2020-10-26,-0.97%
4,2020-10-19,3.37%
5,2020-10-12,
6,2020-09-21,3.41%
7,2020-09-14,
8,2020-08-24,
9,2020-07-06,22.22%
10,2020-06-29,-11.33%
11,2020-06-22,16.81%
12,2020-06-15,-1.6%
13,2020-06-08,-26.18%
14,2020-06-01,-10.37%
15,2020-05-25,28.2%
16,2020-05-18,-15.71%
17,2020-05-11,-18.55%
18,2020-05-04,26.72%
19,2020-04-27,-8.33%
20,2020-04-20,-16.35%
21,2020-04-13,
22,2020-03-30,-18.92%
23,2020-03-23,28.18%
24,2020-03-16,-34.18%
25,2020-03-09,-3.77%
26,2020-03-02,5.45%
27,2020-02-24,-5.29%
28,2020-02-17,5.94%
29,2020-02-10,11.17%
30,2020-02-03,-33.88%
31,2020-01-27,36.33%
32,2020-01-20,-37.18%
33,2020-01-13,24.3%
34,2020-01-06,3.09%
35,2019-12-30,-47.13%
36,2019-12-23,0.87%
37,2019-12-16,-3.93%
38,2019-12-09,-7.14%
39,2019-12-02,21.96%
40,2019-11-25,-21.61%
41,2019-11-18,35.12%
42,2019-11-11,0.0%
43,2019-11-04,-4.46%
44,2019-10-28,-7.32%
45,2019-10-21,
46,2019-09-23,
47,2018-10-22,
48,2018-09-10,
49,2018-08-06,13.33%
50,2018-07-30,-12.02%
51,2018-07-23,-10.3%
52,2018-07-16,-12.84%
0,2018-07-09,
1,2020-11-09,1.94%
2,2020-11-02,-5.94%
3,2020-10-26,24.3%
4,2020-10-19,-6.79%
5,2020-10-12,
6,2020-04-20,-57.26%
7,2020-04-13,33.85%
8,2020-04-06,
9,2020-02-17,9.28%
10,2020-02-10,
11,2019-07-15,7.92%
12,2019-07-08,
13,2019-02-18,-2.94%
14,2019-02-11,-38.86%
15,2019-02-04,
16,2019-01-07,-7.11%
17,2018-12-31,13.28%
18,2018-12-24,-10.36%
19,2018-12-17,-0.41%
20,2018-12-10,-3.25%
21,2018-12-03,22.44%
22,2018-11-26,
23,2018-11-12,-28.95%
24,2018-11-05,24.08%
25,2018-10-29,-12.37%
26,2018-10-22,-0.96%
27,2018-10-15,11.85%
28,2018-10-08,-13.98%
29,2018-10-01,
30,2018-06-18,19.6%
0,2018-06-11,
1,2020-11-09,14.86%
2,2020-11-02,-17.09%
3,2020-10-26,-4.04%
4,2020-10-19,27.16%
0,2020-10-12,
1,2020-11-09,9.39%
2,2020-11-02,3.66%
3,2020-10-26,14.56%
4,2020-10-19,-1.48%
5,2020-10-12,-67.15%
6,2020-10-05,17.9%
7,2020-09-28,
8,2019-11-18,-18.31%
9,2019-11-11,-25.6%
10,2019-11-04,3.79%
11,2019-10-28,-8.87%
12,2019-10-21,15.84%
13,2019-10-14,18.28%
14,2019-10-07,-19.74%
15,2019-09-30,
16,2019-04-29,7.62%
17,2019-04-22,9.22%
18,2019-04-15,7.49%
19,2019-04-08,5.78%
20,2019-04-01,-21.47%
21,2019-03-25,-14.14%
22,2019-03-18,-12.39%
23,2019-03-11,16.93%
24,2019-03-04,26.07%
25,2019-02-25,-42.31%
26,2019-02-18,7.66%
27,2019-02-11,-3.9%
28,2019-02-04,
29,2019-01-21,0.58%
30,2019-01-14,2.34%
31,2019-01-07,-7.78%
32,2018-12-31,10.56%
33,2018-12-24,-16.15%
34,2018-12-17,
35,2018-11-05,
36,2018-04-16,29.73%
37,2018-04-09,-60.77%
38,2018-04-02,35.41%
39,2018-03-26,0.74%
40,2018-03-19,1.49%
41,2018-03-12,-24.24%
42,2018-03-05,-18.29%
0,2018-02-26,
1,2020-11-09,-2.12%
2,2020-11-02,17.43%
3,2020-10-26,7.54%
4,2020-10-19,8.15%
5,2020-10-12,-40.24%
6,2020-10-05,20.25%
7,2020-09-28,
8,2020-07-06,29.28%
9,2020-06-29,3.76%
10,2020-06-22,
11,2020-06-01,-17.59%
12,2020-05-25,
13,2019-11-18,31.93%
14,2019-11-11,-0.62%
15,2019-11-04,-53.37%
16,2019-10-28,19.6%
17,2019-10-21,12.94%
18,2019-10-14,-10.86%
19,2019-10-07,-21.65%
20,2019-09-30,
21,2019-04-29,34.77%
22,2019-04-22,
23,2019-04-08,4.69%
24,2019-04-01,-23.65%
25,2019-03-25,4.78%
26,2019-03-18,22.59%
27,2019-03-11,-43.24%
28,2019-03-04,7.55%
29,2019-02-25,26.12%
0,2019-02-18,
1,2020-11-09,-28.24%
2,2020-11-02,27.06%
3,2020-10-26,-20.75%
4,2020-10-19,-19.79%
5,2020-10-12,38.26%
6,2020-10-05,-11.97%
7,2020-09-28,1.89%
0,2020-09-21,
1,2020-11-09,0.37%
2,2020-11-02,7.89%
3,2020-10-26,3.67%
4,2020-10-19,
5,2020-03-23,15.83%
6,2020-03-16,0.0%
7,2020-03-09,-15.81%
8,2020-03-02,-5.17%
9,2020-02-24,-10.18%
10,2020-02-17,10.83%
11,2020-02-10,10.36%
12,2020-02-03,-26.29%
13,2020-01-27,28.71%
14,2020-01-20,-13.72%
15,2020-01-13,13.23%
16,2020-01-06,-17.94%
17,2019-12-30,10.27%
18,2019-12-23,5.93%
0,2019-12-16,
1,2020-11-09,-106.67%
2,2020-11-02,18.28%
3,2020-10-26,-0.66%
0,2020-10-19,
1,2020-11-09,0.51%
2,2020-11-02,-5.15%
3,2020-10-26,-9.31%
4,2020-10-19,
0,2020-10-05,
1,2020-11-09,14.2%
2,2020-11-02,-20.0%
3,2020-10-26,9.2%
0,2020-10-19,
1,2020-11-02,-6.96%
2,2020-10-26,4.88%
3,2020-10-19,6.84%
4,2020-10-12,-10.09%
5,2020-10-05,0.83%
6,2020-09-28,21.43%
7,2020-09-21,-29.41%
8,2020-09-14,2.07%
9,2020-09-07,-2.53%
10,2020-08-31,
11,2020-03-16,-13.21%
12,2020-03-09,10.0%
13,2020-03-02,-0.62%
14,2020-02-24,-10.43%
15,2020-02-17,-36.67%
16,2020-02-10,23.17%
17,2020-02-03,-16.93%
18,2020-01-27,28.51%
19,2020-01-20,-49.37%
20,2020-01-13,18.22%
21,2020-01-06,14.51%
22,2019-12-30,0.61%
23,2019-12-23,-42.07%
24,2019-12-16,-3.86%
25,2019-12-09,16.12%
26,2019-12-02,
27,2019-10-07,-4.32%
28,2019-09-30,-13.02%
29,2019-09-23,
30,2018-12-24,-45.81%
31,2018-12-17,9.2%
32,2018-12-10,-10.55%
33,2018-12-03,5.73%
34,2018-11-26,25.51%
35,2018-11-19,10.33%
36,2018-11-12,-50.3%
37,2018-11-05,15.32%
38,2018-10-29,
39,2018-10-01,
40,2017-12-18,-5.52%
41,2017-12-11,-5.81%
42,2017-12-04,8.24%
0,2017-11-27,
1,2020-11-02,-16.48%
2,2020-10-26,-11.71%
3,2020-10-19,-8.3%
4,2020-10-12,14.92%
5,2020-10-05,0.47%
6,2020-09-28,-0.48%
7,2020-09-21,-13.27%
8,2020-09-14,-10.88%
9,2020-09-07,
10,2020-04-13,31.64%
11,2020-04-06,
12,2020-02-10,-24.0%
13,2020-02-03,-30.65%
14,2020-01-27,25.1%
15,2020-01-20,-9.34%
16,2020-01-13,9.55%
17,2020-01-06,-23.33%
18,2019-12-30,12.61%
19,2019-12-23,-31.96%
20,2019-12-16,35.94%
21,2019-12-09,-33.54%
22,2019-12-02,15.53%
23,2019-11-25,-36.76%
24,2019-11-18,21.74%
0,2019-11-11,
1,2020-11-09,-8.22%
2,2020-11-02,-2.11%
3,2020-10-26,
4,2020-10-12,21.93%
5,2020-10-05,-35.96%
6,2020-09-28,-4.55%
7,2020-09-21,0.0%
8,2020-09-14,0.0%
9,2020-09-07,11.07%
10,2020-08-31,2.22%
11,2020-08-24,-16.82%
12,2020-08-17,3.89%
13,2020-08-10,33.6%
14,2020-08-03,-37.2%
15,2020-07-27,20.0%
16,2020-07-20,-18.33%
17,2020-07-13,-15.96%
18,2020-07-06,
19,2020-06-22,-11.04%
20,2020-06-15,1.66%
21,2020-06-08,-37.64%
22,2020-06-01,-1.63%
23,2020-05-25,34.14%
24,2020-05-18,
25,2019-11-18,9.2%
26,2019-11-11,-14.19%
27,2019-11-04,-9.47%
28,2019-10-28,-21.62%
29,2019-10-21,28.44%
30,2019-10-14,-17.39%
31,2019-10-07,-6.88%
0,2019-09-30,
1,2020-11-09,34.84%
2,2020-11-02,-18.87%
3,2020-10-26,
4,2020-06-22,0.39%
0,2020-06-15,
1,2020-11-09,-2.76%
2,2020-11-02,13.73%
3,2020-10-26,
